,link,moviename,vote_average,vote_count,img,director,scriptwriter,actors,place,language,secName,types,long,years,overview
0,https://movie.douban.com/subject/1291561/,千与千寻 千と千尋の神隠し,9.4,1563327,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2557573348.jpg,宫崎骏,宫崎骏,柊瑠美, 日本, 日语, 神隐少女(台) / 千与千寻的神隐 / Spirited Away / A Voyage of Chihiro / Sen to Chihiro no kamikakushi,"['剧情', '动画', '奇幻']",125,2019,千寻和爸爸妈妈一同驱车前往新家，在郊外的小路上不慎进入了神秘的隧道——他们去到了另外一个诡异世界—一个中世纪的小镇。远处飘来食物的香味，爸爸妈妈大快朵颐，孰料之后变成了猪！这时小镇上渐渐来了许多样子古怪、半透明的人。
1,https://movie.douban.com/subject/1292722/,泰坦尼克号 Titanic,9.4,1461328,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p457760035.jpg,詹姆斯·卡梅隆,詹姆斯·卡梅隆,莱昂纳多·迪卡普里奥, 美国, 英语 / 意大利语 / 德语 / 俄语, 铁达尼号(港/台),"['剧情', '爱情', '灾难']",194,1998,1912年4月10日，号称 “世界工业史上的奇迹”的豪华客轮泰坦尼克号开始了自己的处女航，从英国的南安普顿出发驶往美国纽约。富家少女罗丝（凯特•温丝莱特）与母亲及未婚夫卡尔坐上了头等舱；另一边，放荡不羁的少年画家杰克（莱昂纳多·迪卡普里奥）也在码头的一场赌博中赢得了下等舱的船票。
3,https://movie.douban.com/subject/26794435/,哪吒之魔童降世,8.5,1403549,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2563780504.jpg,饺子,饺子,吕艳婷, 中国大陆, 汉语普通话, 哪吒降世 / Ne Zha / Nezha: Birth of the Demon Child,"['剧情', '喜剧', '动画', '奇幻']",110,2019,天地灵气孕育出一颗能量巨大的混元珠，元始天尊将混元珠提炼成灵珠和魔丸，灵珠投胎为人，助周伐纣时可堪大用；而魔丸则会诞出魔王，为祸人间。元始天尊启动了天劫咒语，3年后天雷将会降临，摧毁魔丸。太乙受命将灵珠托生于陈塘关李靖家的儿子哪吒身上。然而阴差阳错，灵珠和魔丸竟然被掉包。本应是灵珠英雄的哪吒却成了混世大魔王。调皮捣蛋顽劣不堪的哪吒却徒有一颗做英雄的心。然而面对众人对魔丸的误解和即将来临的天雷的降临，哪吒是否命中注定会立地成魔？他将何去何从？
4,https://movie.douban.com/subject/33442331/,我是余欢水,7.4,200585,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2574916002.jpg,孙墨龙,王三毛,郭京飞, 中国大陆, 汉语普通话, 余欢水 / 如果没有明天 / If There's No Tomorrow,['剧情'], 44分钟,2020,正午阳光与爱奇艺达成合作，推出基于余耕（本名王兵）小说《如果没有明天》改编的超级网剧《我是余欢水》，由《都挺好》编剧王三毛、王磊父子改编，孙墨龙执导，侯鸿亮制片。原著小说以诙谐荒诞的方式描写了社会底层小人物余欢水的艰难境遇与心路历程。余欢水懦弱胆小、退让隐忍，身患绝症反而给了他为自己活一次的勇气。经历了命运的捉弄，余欢水依然坚守善良，强大内心，他挺直腰杆，理直气壮地活出尊严，感知了幸福。
5,https://movie.douban.com/subject/30488569/,龙岭迷窟,8.3,148387,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2593664928.jpg,费振翔,杨哲,潘粤明, 中国大陆, 汉语普通话, 鬼吹灯之龙岭迷窟 / Candle in the Tomb: The Lost Caverns,"['剧情', '动作', '冒险']", 35分钟,2020,胡八一、王胖子和大金牙被村民编造的绣花鞋的故事所骗，前往陕西古蓝县。水路艰险，胡八一挺身让众人脱险。在招待所幸遇陈瞎子提醒，得以逃脱村民圈套。三人无意掉入“龙岭迷窟”遭蝙蝠袭击，发现身上长出红斑，决定在王大爷家修整，遇到同样来找红斑根源的shirley杨，并听闻了鹧鸪哨和了尘大师寻找雮尘珠的英勇故事。几人决心寻找雮尘珠，陈瞎子告诉他们“内藏眢”就在此地。村民故技重施，威胁胡八一等人寻找钱财，两拨人马前往洞穴，遭到蜘蛛袭击，被困暗阁，但大家齐心协力，化险为夷，最终进入了“棋盘”机关，众人协作，找到了龙骨天书，逃出洞穴，准备前往云南继续解密“红斑”。
6,https://movie.douban.com/subject/26752088/,我不是药神,9,1468995,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2561305376.jpg,文牧野,韩家女,徐峥, 中国大陆, 汉语普通话 / 英语 / 上海话 / 印地语, 中国药神 / 印度药神 / 印度药商 / 生命之路 / Dying to Survive / Drug Dealer,"['剧情', '喜剧']",117,2018,普通中年男子程勇（徐峥 饰）经营着一家保健品店，失意又失婚。不速之客吕受益（王传君 饰）的到来，让他开辟了一条去印度买药做“代购”的新事业，虽然困难重重，但他在这条“买药之路”上发现了商机，一发不可收拾地做起了治疗慢粒白血病的印度仿制药独家代理商。赚钱的同时，他也认识了几个病患及家属，为救女儿被迫做舞女的思慧（谭卓 饰）、说一口流利“神父腔”英语的刘牧师（杨新鸣 饰），以及脾气暴烈的“黄毛”（章宇 饰），几个人合伙做起了生意，利润倍增的同时也危机四伏。程勇昔日的小舅子曹警官（周一围 饰）奉命调查仿制药的源头，假药贩子张长林（王砚辉 饰）和瑞士正牌医药代表（李乃文 饰）也对其虎视眈眈，生意逐渐变成了一场关于救赎的拉锯战。
7,https://movie.douban.com/subject/1291546/,霸王别姬,9.6,1477308,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561716440.jpg,陈凯歌,芦苇,张国荣, 中国大陆 / 中国香港, 汉语普通话, 再见，我的妾 / Farewell My Concubine,"['剧情', '爱情', '同性']",171,1993,段小楼（张丰毅）与程蝶衣（张国荣）是一对打小一起长大的师兄弟，两人一个演生，一个饰旦，一向配合天衣无缝，尤其一出《霸王别姬》，更是誉满京城，为此，两人约定合演一辈子《霸王别姬》。但两人对戏剧与人生关系的理解有本质不同，段小楼深知戏非人生，程蝶衣则是人戏不分。
8,https://movie.douban.com/subject/26387939/,摔跤吧！爸爸 Dangal,9,1094789,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2457983084.jpg,涅提·蒂瓦里,比于什·古普塔,阿米尔·汗, 印度, 印地语, 我和我的冠军女儿(台) / 打死不离3父女(港) / 摔跤吧！老爸 / 摔跤家族 / दंगल / Wrestling Competition,"['剧情', '家庭', '传记', '运动']",161,2017,马哈维亚（阿米尔·汗 Aamir Khan 饰）曾经是一名前途无量的摔跤运动员，在放弃了职业生涯后，他最大的遗憾就是没有能够替国家赢得金牌。马哈维亚将这份希望寄托在了尚未出生的儿子身上，哪知道妻子接连给他生了两个女儿，取名吉塔（法缇玛·萨那·纱卡 Fatima Sana Shaikh 饰）和巴比塔（桑亚·玛荷塔 Sanya Malhotra 饰）。让马哈维亚没有想到的是，两个姑娘展现出了杰出的摔跤天赋，让他幡然醒悟，就算是女孩，也能够昂首挺胸的站在比赛场上，为了国家和她们自己赢得荣誉。
9,https://movie.douban.com/subject/30166972/,少年的你,8.3,1020357,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2572166063.jpg,曾国祥,林咏琛,周冬雨, 中国大陆, 汉语普通话, 少年的你，如此美丽 / Better Days,"['剧情', '爱情', '犯罪']",135,2019,陈念（周冬雨 饰）是一名即将参加高考的高三学生，同校女生胡晓蝶（张艺凡 饰）的跳楼自杀让她的生活陷入了困顿之中。胡晓蝶死后，陈念遭到了以魏莱（周也 饰）为首的三人组的霸凌，魏莱虽然表面上看来是乖巧的优等生，实际上却心思毒辣，胡晓蝶的死和她有着千丝万缕的联系。
10,https://movie.douban.com/subject/27195020/,陈情令,7.7,1388193,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2563766934.jpg,郑伟文,杨夏,肖战, 中国大陆, 汉语普通话, 魔道祖师之陈情令 / The Untamed,"['剧情', '古装']", 45分钟,2019,十六年前，天下五分，姑苏蓝氏，云梦江氏，清河聂氏，岐山温氏，兰陵金氏共治天下。温氏一家独大，其余四家均受其苦。众家青年中，江氏故人之子魏无羡性格开朗，和以雅正闻名的姑苏蓝氏弟子蓝忘机相识并引为知己。一次偶然的机会，二人发现了蓝氏一直以来守护的秘密，二人继承遗志，为苍生消除隐患。但没想到一切的幕后黑手正是温氏家主温若寒。众家不堪其辱，合力讨伐温氏。温氏覆灭后，魏无羡却为保护温氏无辜之人不惜与众家对立，最终被奸人所害酿成大祸，误害师姐江厌离，自己也不知所踪。十六年后，消失已久的魏无羡出现在莫家庄，偶遇故人蓝忘机。莫家庄一桩桩诡异的凶案显得扑朔迷离。随着真相一步步揭开，身处幕后的金光瑶渐渐难以隐藏。最后金光瑶身死，蓝忘机承担起了匡扶天下的使命，而魏无羡不忘初心，最终潇洒世间。
11,https://movie.douban.com/subject/1295644/,这个杀手不太冷 Léon,9.4,1705561,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p511118051.jpg,吕克·贝松,吕克·贝松,让·雷诺, 法国, 英语 / 意大利语 / 法语, 杀手莱昂 / 终极追杀令(台) / 杀手里昂 / Leon / Leon: The Professional,"['剧情', '动作', '犯罪']",110,1994,里昂（让·雷诺饰）是名孤独的职业杀手，受人雇佣。一天，邻居家小姑娘马蒂尔达（纳塔丽·波特曼饰)敲开他的房门，要求在他那里暂避杀身之祸。原来邻居家的主人是警方缉毒组的眼线，只因贪污了一小包毒品而遭恶警（加里·奥德曼饰）杀害全家的惩罚。马蒂尔达得到里昂的留救，幸免于难，并留在里昂那里。里昂教小女孩使枪，她教里昂法文，两人关系日趋亲密，相处融洽。
14,https://movie.douban.com/subject/30211998/,绅士们 The Gentlemen,8.3,84172,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2592522995.jpg,盖·里奇,盖·里奇,马修·麦康纳, 英国 / 美国, 英语, 疯狂绅士帮(港) / 绅士追杀令(台) / 灌木 / 绅士 / 有钱人 / 纨绔子弟 / 布什 / Bush / Toff Guys,"['剧情', '喜剧', '犯罪']",113,2020,本片讲述一个英国毒枭准备将他盈利丰厚的帝国卖给美国俄克拉荷马亿万富翁。麦康纳饰演这位欲将金盆洗手的毒枭，道克瑞饰演毒枭妻子。戈尔丁饰演一位越南黑帮。格兰特饰演一位拍到毒枭暗箱交易过程照片，欲用此来威胁毒枭的摄影师。法瑞尔的角色名为“Coach”，他是一位综合格斗训练师。
15,https://movie.douban.com/subject/26984534/,猎狐,7.6,40656,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2595491737.jpg,刘新,赵冬苓,王凯, 中国大陆, 汉语普通话, Hunting,"['剧情', '犯罪']", 45分钟,2020,北江市刑警队的“天才捕手”夏远（王凯 饰）职场上与亦师亦友的杨建群（胡军 饰）配合默契，生活中与青梅竹马的于小卉（邓家佳 饰）婚期将近，事业爱情双丰收。然而，一场由克瑞股票暴跌引发的跳楼案打破了他原本的生活。克瑞集团老总王柏林（刘奕君 饰）联手股评专家郝小强（章涛 饰）操纵股市。在这场阴谋中，未婚妻于小卉逐渐迷失，师父的妹妹杨建秋（傅晶 饰）也被搅入乱局。而罪魁祸首王柏林逃往国外，试图彻底洗白自己。
16,https://movie.douban.com/subject/1292720/,阿甘正传 Forrest Gump,9.5,1511901,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1484728154.jpg,罗伯特·泽米吉斯,艾瑞克·罗斯,汤姆·汉克斯, 美国, 英语, 福雷斯特·冈普,"['剧情', '爱情']",142,1994,阿甘（汤姆·汉克斯 饰）于二战结束后不久出生在美国南方阿拉巴马州一个闭塞的小镇，他先天弱智，智商只有75，然而他的妈妈是一个性格坚强的女性，她常常鼓励阿甘“傻人有傻福”，要他自强不息。
18,https://movie.douban.com/subject/26683290/,你的名字。 君の名は。,8.4,961649,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg,新海诚,新海诚,神木隆之介, 日本, 日语, 你的名字 / 君之名 / Your Name / Kimi no na wa.,"['剧情', '爱情', '动画']",106,2016,在远离大都会的小山村，住着巫女世家出身的高中女孩宫水三叶（上白石萌音 配音）。校园和家庭的原因本就让她充满烦恼，而近一段时间发生的奇怪事件，又让三叶摸不清头脑。不知从何时起，三叶在梦中就会变成一个住在东京的高中男孩。那里有陌生的同学和朋友，有亲切的前辈和繁华的街道，一切都是如此诱人而真实。另一方面，住在东京的高中男孩立花泷（神木隆之介 配音）则总在梦里来到陌生的小山村，以女孩子的身份过着全新的生活。许是受那颗神秘彗星的影响，立花和三叶在梦中交换了身份。他们以他者的角度体验着对方的人生，这期间有愤怒、有欢笑也有暖心。只是两人并不知道，身份交换的背后隐藏着重大而锥心的秘密……
19,https://movie.douban.com/subject/27010768/,寄生虫 기생충,8.7,948239,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561439800.jpg,奉俊昊,奉俊昊,宋康昊, 韩国, 韩语 / 英语, 寄生上流(台) / 上流寄生族(港) / 패러사이트 / Parasite / Gisaengchung,"['剧情', '喜剧']",132,2019,基宇（崔宇植 饰）出生在一个贫穷的家庭之中，和妹妹基婷（朴素丹 饰）以及父母在狭窄的地下室里过着相依为命的日子。一天，基宇的同学上门拜访，他告诉基宇，自己在一个有钱人家里给他们的女儿做家教，太太是一个头脑简单出手又阔绰的女人，因为自己要出国留学，所以将家教的职位暂时转交给基宇。
20,https://movie.douban.com/subject/25662329/,疯狂动物城 Zootopia,9.2,1258524,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2315672647.jpg,拜伦·霍华德,拜伦·霍华德,金妮弗·古德温, 美国, 英语 / 挪威语, 优兽大都会(港) / 动物方城市(台) / 动物乌托邦 / 动物大都会 / Zootropolis,"['喜剧', '动画', '冒险']",109,2016,故事发生在一个所有哺乳类动物和谐共存的美好世界中，兔子朱迪（金妮弗·古德温 Ginnifer Goodwin 配音）从小就梦想着能够成为一名惩恶扬善的刑警，凭借着智慧和努力，朱迪成功的从警校中毕业进入了疯狂动物城警察局，殊不知这里是大型肉食类动物的领地，作为第一只，也是唯一的小型食草类动物，朱迪会遇到怎样的故事呢？
21,https://movie.douban.com/subject/1292213/,大话西游之大圣娶亲 西遊記大結局之仙履奇緣,9.2,1056426,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2455050536.jpg,刘镇伟,刘镇伟,周星驰, 中国香港 / 中国大陆, 粤语 / 汉语普通话, 西游记完结篇仙履奇缘 / 齐天大圣西游记 / 大话东游之二 / A Chinese Odyssey Part Two - Cinderella,"['喜剧', '爱情', '奇幻', '古装']",95,1995,至尊宝（周星驰 饰）被月光宝盒带回到五百年前，遇见紫霞仙子（朱茵 饰），被对方打上烙印成为对方的人，并发觉自己已变成孙悟空。
22,https://movie.douban.com/subject/27060077/,绿皮书 Green Book,8.9,1047527,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2549177902.jpg,彼得·法雷里,尼克·瓦莱隆加,维果·莫腾森, 美国, 英语 / 意大利语 / 俄语 / 德语, 绿簿旅友(港) / 幸福绿皮书(台) / 绿书,"['剧情', '喜剧', '传记']",130,2019,托尼（维果·莫腾森 Viggo Mortensen 饰）是一个吊儿郎当游手好闲的混混，在一家夜总会做侍者。这间夜总会因故要停业几个月，可托尼所要支付的房租和生活费不会因此取消，所以他的当务之急是去寻找另一份工作来填补这几个月的空缺。在这个节骨眼上，一位名叫唐雪莉（马赫沙拉·阿里 Mahershala Ali 饰）的黑人钢琴家提出雇佣托尼。
23,https://movie.douban.com/subject/3742360/,让子弹飞,8.8,1130481,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1512562287.jpg,姜文,朱苏进,姜文, 中国大陆 / 中国香港, 汉语普通话 / 四川话 / 山西话, 让子弹飞一会儿 / 火烧云 / Let The Bullets Fly,"['剧情', '喜剧', '动作', '西部']",132,2010,民国年间，花钱捐得县长的马邦德（葛优 饰）携妻（刘嘉玲 饰）及随从走马上任。途经南国某地，遭劫匪张麻子（姜文 饰）一伙伏击，随从尽死，只夫妻二人侥幸活命。马为保命，谎称自己是县长的汤 师爷。为汤师爷许下的财富所动，张麻子摇身一变化身县长，带着手下赶赴鹅城上任。有道是天高皇帝远，鹅城地处偏僻，一方霸主黄四郎（周润发 饰）只手遮天，全然不将这个新来的县长放在眼里。张麻子痛打了黄的武教头（姜武 饰），黄则设计害死张的义子小六（张默 饰）。原本只想赚钱的马邦德，怎么也想不到竟会被卷入这场土匪和恶霸的角力之中。鹅城上空愁云密布，血雨腥风在所难免……
24,https://movie.douban.com/subject/27605698/,西虹市首富,6.6,775402,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2529206747.jpg,闫非,闫非,沈腾, 中国大陆, 汉语普通话, Hello Mr. Billionaire,['喜剧'],118,2018,西虹市丙级球队大翔队的守门员王多鱼（沈腾 饰）因比赛失利被教练开除，一筹莫展之际王多鱼突然收到神秘人士金老板（张晨光 饰）的邀请，被告知自己竟然是保险大亨王老太爷（李立群 饰）的唯一继承人，遗产高达百亿！但是王老太爷给出了一个非常奇葩的条件，那就是要求王多鱼在一个月内花光十亿，还不能告诉身边人，否则失去继承权。王多鱼毫不犹豫签下了“军令状”，与好友庄强（张一鸣 饰）以及财务夏竹（宋芸桦 饰）一起开启了“挥金之旅”，即将成为西虹市首富的王多鱼，第一次感受到了做富人的快乐，同时也发现想要挥金如土实在没有那么简单！
25,https://movie.douban.com/subject/20495023/,寻梦环游记 Coco,9.1,1048639,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2503997609.jpg,李·昂克里奇,阿德里安·莫利纳,安东尼·冈萨雷斯, 美国, 英语 / 西班牙语, 可可夜总会(台) / 玩转极乐园(港) / 亡灵总动员(豆友译名) / 冥冥之中(豆友译名) / 墨西哥亡灵节 / 可可,"['喜剧', '动画', '音乐', '奇幻']",105,2017,热爱音乐的米格尔（安东尼·冈萨雷兹 Anthony Gonzalez 配音）不幸地出生在一个视音乐为洪水猛兽的大家庭之中，一家人只盼着米格尔快快长大，好继承家里传承了数代的制鞋产业。一年一度的亡灵节即将来临，每逢这一天，去世的亲人们的魂魄便可凭借着摆在祭坛上的照片返回现世和生者团圆。
26,https://movie.douban.com/subject/1299398/,大话西游之月光宝盒 西遊記第壹佰零壹回之月光寶盒,9,847452,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561721372.jpg,刘镇伟,刘镇伟,周星驰, 中国香港 / 中国大陆, 粤语 / 汉语普通话, 西游记101回月光宝盒 / 齐天大圣东游记 / 大话东游之一 / A Chinese Odyssey Part One - Pandora's Box,"['喜剧', '爱情', '奇幻', '古装']",87,1995,孙悟空（周星驰）护送唐三藏（罗家英）去西天取经路上，与牛魔王合谋欲杀害唐三藏，并偷走了月光宝盒，此举使观音萌生将其铲除心思，经唐三藏请求，孙悟空被判五百年后重新投胎做人赎其罪孽。
27,https://movie.douban.com/subject/1292063/,美丽人生 La vita è bella,9.5,952875,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2578474613.jpg,罗伯托·贝尼尼,温琴佐·切拉米,罗伯托·贝尼尼, 意大利, 意大利语 / 德语 / 英语, 一个快乐的传说(港) / Life Is Beautiful,"['剧情', '喜剧', '爱情', '战争']",116,2020,犹太青年圭多（罗伯托·贝尼尼）邂逅美丽的女教师多拉（尼可莱塔·布拉斯基），他彬彬有礼的向多拉鞠躬：“早安！公主！”。历经诸多令人啼笑皆非的周折后，天遂人愿，两人幸福美满的生活在一起。
28,https://movie.douban.com/subject/3287562/,神偷奶爸 Despicable Me,8.6,691524,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,皮埃尔·柯芬,肯·道里欧,史蒂夫·卡瑞尔, 美国 / 法国, 英语, 卑鄙的我 / 坏蛋奖门人(港) / 偷天换“月”(港) / 我很贱 / Baby的我,"['喜剧', '动画', '冒险']",95,2010,超级坏蛋格鲁（史蒂夫·卡瑞尔 Steve Carell 配音）在听说埃及金字塔被盗的新闻后不满市面上新贼辈出，决定在纳法利欧博士（拉塞尔·布兰德 Russell Brand 配音）的帮助下建造火箭升空盗取月亮。在向坏蛋银行贷款的过程中，格鲁盗取的收缩射线枪被新贼维克托（杰森·席格尔 Jason Segel 配音）抢走。为了夺回收缩射线枪，格鲁决定领养三位孤儿——玛戈（米兰达·卡斯格拉夫 Miranda Cosgrove 配音）、伊迪丝（达娜·盖伊 Dana Gaier 配音）和阿格蕾丝（埃尔希·费舍 Elsie Fisher 配音），利用她们进入维克托的城堡兜售饼干的机会实施偷盗，计划成功后再偷偷处理掉三个小孩。然而在平凡的日常相处中，格鲁却发现自己越来越离不开这三个小鬼，但这样的感情用事却将严重影响周密的盗月计划……
30,https://movie.douban.com/subject/30334073/,调音师 Andhadhun,8.3,653923,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2551995207.jpg,斯里兰姆·拉格万,阿里吉特·比沙什,阿尤斯曼·库拉纳, 印度, 印地语 / 英语, 看不见的旋律 / 调琴师 / 盲调 / The Blind Melody,"['喜剧', '悬疑', '惊悚', '犯罪']",139,2019,双目失明的钢琴家阿卡什（阿尤斯曼·库拉纳 Ayushmann Khurrana 饰）为了参加国际大赛，平日里通过私人授课赚取经费。事实上他的眼睛完全正常，只不过希望通过这种方式感受不同的生活。因为一场意外，阿卡什结识了美丽的姑娘苏菲（拉迪卡·艾普特 Radhika Apte 饰）。凭借出色的演奏技巧，阿卡什在苏菲父亲经营的西餐馆谋得兼职。他的演奏不仅令食客们倾倒，更虏获了苏菲的心。某天，阿卡什接受过气的影星普拉默（安尔·德霍万 Anil Dhawan 饰）的邀请，登门为对方的妻子西米（塔布 Tabu 饰）演奏庆生，谁知却亲眼目睹了倒在血泊中的普拉默的尸体。惊慌失措的阿卡什假装镇定，虽然暂时骗过了西米及其情夫，但是他的秘密还是慢慢被人戳穿……
31,https://movie.douban.com/subject/1306249/,唐伯虎点秋香 唐伯虎點秋香,8.6,707822,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357915564.jpg,李力持,李力持,周星驰, 中国香港, 粤语, Flirting Scholar,"['喜剧', '爱情', '古装']",102,1993,唐伯虎（周星驰 饰）身为江南四大才子之首，却有道不尽的心酸。宁王想唐伯虎帮忙图谋作反，唐伯虎只好用内功改变脉象，令众人都相信他命不久矣。母亲埋怨他不应该把功夫暴露，因为他们家族一直被当年的仇人追杀。唐伯虎在与朋友出游时，遇到了貌若天仙的秋香并对她一见钟情，决心要到华府当家丁以追求秋香，唐伯虎被取名华安。期间华太师遇到了宁王上门刁难，幸好有唐伯虎出面相助，并暴露了自己是唐伯虎的身份。秋香才知道华安是自己欣赏的唐伯虎。华夫人跟唐家有怨，因此二人便开始斗法。怎料宁王跟夺面书生再次上门，华夫人不是对手，幸得唐伯虎出手，华夫人也答应把秋香许配给唐伯虎。
32,https://movie.douban.com/subject/26698897/,唐人街探案2,6.7,689350,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2512717519.jpg,陈思诚,陈思诚,王宝强, 中国大陆, 汉语普通话, 唐探2 / Detective Chinatown Vol 2,"['喜剧', '动作', '悬疑']",121,2018,唐仁（王宝强 饰）为巨额奖金欺骗秦风（刘昊然 饰）到纽约参加世界名侦探大赛，然而随着和世界各国侦探们啼笑皆非的较量，两人却发现了隐藏在这次挑战背后的更大秘密...
33,https://movie.douban.com/subject/1291543/,功夫,8.6,652554,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.jpg,周星驰,曾瑾昌,周星驰, 中国大陆 / 中国香港, 粤语 / 汉语普通话 / 手语, 功夫3D / Kung Fu Hustle,"['喜剧', '动作', '犯罪', '奇幻']",100,2004,1940年代的上海，自小受尽欺辱的街头混混阿星（周星驰）为了能出人头地，可谓窥见机会的缝隙就往里钻，今次他盯上行动日益猖獗的黑道势力“斧头帮”，想借之大名成就大业。
34,https://movie.douban.com/subject/30182726/,狩猎 The Hunt,7.3,70682,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2585533507.jpg,克雷格·卓贝,尼克·库斯,贝蒂·吉尔平, 美国, 英语, 猎逃生死战(港) / 猎捕 / 追捕,"['动作', '惊悚']",90,2020,12个陌生人在空地上醒来。他们不知道自己在哪里，或者是如何到达这里的。他们不知道他们已经被选中，为了一个非常特殊的目的——捕猎。
35,https://movie.douban.com/subject/26861685/,红海行动,8.3,803654,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2514119443.jpg,林超贤,冯骥,张译, 中国大陆 / 中国香港, 汉语普通话 / 阿拉伯语 / 英语 / 索马里语 / 粤语, 刀锋·红海行动 / 红海风暴 / Operation Red Sea,"['动作', '战争']",138,2018,中东国家伊维亚共和国发生政变，武装冲突不断升级。刚刚在索马里执行完解救人质任务的海军护卫舰临沂号，受命前往伊维亚执行撤侨任务。舰长高云（张涵予 饰）派出杨锐（张译 饰）率领的蛟龙突击队登陆战区，护送华侨安全撤离。谁知恐怖组织扎卡却将撤侨部队逼入交火区，一场激烈的战斗在所难免。与此同时，法籍华人记者夏楠（海清 饰）正在伊维亚追查威廉·柏森博士贩卖核原料的事实，而扎卡则突袭柏森博士所在的公司，意图抢走核原料。混战中，一名隶属柏森博士公司的中国员工成为人质。为了解救该人质，八名蛟龙队员必须潜入有150名恐怖分子的聚集点，他们用自己的信念和鲜血铸成中国军人顽强不屈的丰碑！
37,https://movie.douban.com/subject/26363254/,战狼2,7.1,725564,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2494701965.jpg,吴京,吴京,吴京, 中国大陆, 汉语普通话 / 英语, 新战狼 / 新战死沙场 / Wolf Warriors 2,"['动作', '战争']",123,2017,由于一怒杀害了强拆牺牲战友房子的恶霸，屡立功勋的冷锋（吴京 饰）受到军事法庭的判决。在押期间，亲密爱人龙小云壮烈牺牲。出狱后，冷锋辗转来到非洲，他辗转各地，只为寻找杀害小云的凶手。在此期间，冷锋逗留的国家发生叛乱，叛徒红巾军大开杀戒，血流成河。中国派出海军执行撤侨任务，期间冷锋得知有一位陈博士被困在五十五公里外的医院，而叛军则试图抓住这位博士。而从另一位华侨（于谦 饰）口中得知，杀害小云的凶手正待在这个国家。
38,https://movie.douban.com/subject/26100958/,复仇者联盟4：终局之战 Avengers: Endgame,8.5,830466,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2552058346.jpg,安东尼·罗素,克里斯托弗·马库斯,小罗伯特·唐尼, 美国, 英语 / 日语 / 科萨语, 复仇者联盟3：无尽之战(下) / 复联4 / Avengers: Infinity War - Part II / The Avengers 3: Part 2 / The Avengers 4: Endgame / AVG4,"['动作', '科幻', '奇幻', '冒险']",181,2019,一声响指，宇宙间半数生命灰飞烟灭。几近绝望的复仇者们在惊奇队长（布丽·拉尔森 Brie Larson 饰）的帮助下找到灭霸（乔什·布洛林 Josh Brolin 饰）归隐之处，却得知六颗无限宝石均被销毁，希望彻底破灭。如是过了五年，迷失在量子领域的蚁人（保罗·路德 Paul Rudd 饰）意外回到现实世界，他的出现为幸存的复仇者们点燃了希望。与美国队长（克里斯·埃文斯 Chris Evans 饰）冰释前嫌的托尼（小罗伯特·唐尼 Robert Downey Jr. 饰）找到了穿越时空的方法，星散各地的超级英雄再度集结，他们分别穿越不同的时代去搜集无限宝石。而在这一过程中，平行宇宙的灭霸察觉了他们的计划。
