,link,moviename,vote_average,vote_count,img,director,scriptwriter,actors,place,language,secName,types,long,years,overview
1999,https://movie.douban.com/subject/3578925/,我家买了动物园 We Bought a Zoo,7.8,93005.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1286451166.jpg,卡梅伦·克罗,艾莲·布洛什·麦肯纳,马特·达蒙, 美国, 英语, 翻身动物园(港) / 我们买了动物园(台) / 我们买了一座动物园 / 我们买了家动物园,"['剧情', '喜剧', '家庭']",124,2011.0,作家本杰明·密（马特·达蒙 Matt Damon 饰）生性喜爱冒险，然而半年前的丧妻之痛令他至今无法释怀，儿子迪伦和小女儿洛希同样不能适应失去母亲的生活，迪伦因偷窃和阴暗的美术创作导致被学校开除，本杰明没有听从哥哥邓肯的建议，拒绝从新的爱情中获取乐观心态，也放弃了专栏写 作，筹划和儿女换到全新的环境继续生活。而本杰明的新家居然是一座荒废的动物园！因为看到了洛希和动物的友好接触，本杰明决定接收这座还收留着众多动物的野生动物园，并带领管理人凯莉（斯嘉丽·约翰逊 Scarlett Johansson 饰）率领的留守团队重新修葺动物园，希望在夏季开放之前，迎来动物园的再度营业和自己家庭的新生……
2001,https://movie.douban.com/subject/26746533/,情色漫画老师 エロマンガ先生,6.9,11770.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2449237870.jpg,竹下良平,高桥龙也,松冈祯丞, 日本, 日语, 埃罗芒阿老师 / 我的妹妹是黄漫老师,"['喜剧', '动画']", 24分钟,2017.0,和泉正宗（松冈祯丞 配音）是一名专注于创作轻小说的作家，曾经获得过新人奖，并就此踏上了写作的道路。不久之前，正宗开始了和没有血缘关系的妹妹和泉纱雾（藤田茜 配音）一起的同居生活，哪知道虽然住在同一屋檐下，但正宗几乎没有在家里看到过纱雾，因为纱雾是一个只待在自己房间里绝对不会出来的超级宅女。
2002,https://movie.douban.com/subject/6053679/,通灵男孩诺曼 ParaNorman,7.3,47662.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1587011843.jpg,克里斯·巴特勒,克里斯·巴特勒,柯蒂·斯密特-麦菲, 美国, 英语, 派啦诺曼：灵动小子(台) / 3D 怪诞小学鸡(港) / 超凡的诺曼,"['动画', '奇幻', '冒险']",93,2012.0,建立已三百年的懒洋洋小镇，生活着一个能看到鬼魂的小男孩诺曼（柯蒂·斯密特-麦菲 Kodi Smit-McPhee 配音）。可是这种能力给他带来无限困扰，周围的人甚至父母姐姐都认为他是个满口胡言乱语的神经病，只有学校里同样受大家嘲笑的小胖子奈尔（Tucker Albrizzi 配音）相信并愿意和诺曼做朋友。这一天，深居简出且疯疯癫癫的普兰德叔叔（约翰·古德曼 John Goodman 配音）找到诺曼。叔叔也是个通灵者，他告诉诺曼一个重大的秘密，当年建镇之初被人们杀死的女巫鬼魂即将苏醒，届时女巫要携着恐怖的僵尸实现对镇民的诅咒。
2005,https://movie.douban.com/subject/2264577/,高斯奥特曼 日月第一击 ウルトラマンコスモス THE FIRST CONTACT,8.1,819.0,https://img1.doubanio.com/view/subject/l/public/s4235428.jpg,饭岛敏宏,饭岛敏宏,赤井英和, 日本, 日语, 奥特曼剧场版 日月第一击 / Urutoraman Kosumosu: First Contact,"['科幻', '家庭', '奇幻', '冒险']",90,2001.0,奥特曼是圆谷株式会社拍摄的科学空想特摄电视连续剧，由杂志连载、电影、电视剧变成节目演变出现。奥特曼在普通人眼中是高大的巨人，就如同神一般的存在，可是他们对于自己的种族，自己的星球来说也只不过是一个普通人。超进化给他们带来了完善的生命形态，同时也使他们背负起了沉重的历史责任，在这种历史责任感驱使下，光之巨人的足迹遍步宇宙，而其中有这么几位巨人，他们来到了我们所在的地球，懈诟了宇宙中最奇妙也是最难以捉摸的生命体―人类。
2006,https://movie.douban.com/subject/2132426/,死魂盒 The Possession,6.0,10038.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1629715477.jpg,奥勒·博内代尔,Juliet Snowden,杰弗里·迪恩·摩根, 美国 / 加拿大, 英语, 聚魔柜(台) / 阴魂转让(港) / 恶灵入侵,"['惊悚', '恐怖']",92,2012.0,在一个平凡的日子里，中年男子克莱德（杰弗里·迪恩·摩根 Jeffrey Dean Morgan 饰）从前妻斯蒂芬妮（凯拉·塞吉维克 Kyra Sedgwick 饰）处接来两个女儿汉娜（麦蒂森·达文波特 Madison Davenport 饰）和艾米莉（娜塔莎·凯利斯 N atasha Calis 饰）和自己共度假日时光。当他们驱车周游社区时，刚好瞥见邻居正在甩卖自己的物品。艾米莉看中了一个老旧但独特别致的木匣子，此时她尚不知道，这是一个隐藏着恐怖秘密而且绝对不允许打开的盒子。盒子一旦开启，厄运如影随形，艾米莉和家人的噩梦就此开始……
2009,https://movie.douban.com/subject/26755568/,龙珠传奇之无间道,4.8,16001.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2448555733.jpg,朱少杰,李亚玲,杨紫, 中国大陆, 汉语普通话, 龙珠传奇,"['剧情', '爱情', '古装']", 35分钟,2017.0,李易欢（杨紫饰）是前明永历朝廷的后代，自幼在前明遗老聚集的明珠谷长大，与朱慈煊（李剑卿）（茅子俊饰）、雪倾城（舒畅饰）、叶默声（韩承羽饰）、樊倩影（孙蔚饰）等师兄妹一同随师父们习武学艺。长大之后，易欢一行人离开明珠谷，在师父的授意下设法接近康熙（秦俊杰饰） ，试图寻找以报家族仇恨的机会。易欢与少年康熙从欢喜冤家到两心相许再到最后不得不反目为仇，真挚的情感和家族的仇恨成为横亘在他们之间最大的矛盾，其余少男少女们也在承担师长们给予重任的同时也经历了各自的爱恨情仇。而康熙以仁德治国的理念最终打动了易欢，她放弃了仇恨并试图说服小伙伴们不要再为私仇而引发战乱危害百姓。最终易欢还是决定离开皇宫，与康熙就此相忘于世，相记于心。康熙承诺，会做一代明君，最终一统天下民心，开创了康乾盛世的局面 。
2010,https://movie.douban.com/subject/26805209/,紫罗兰永恒花园 ヴァイオレット・エヴァーガーデン,8.8,38730.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507483648.jpg,石立太一,吉田玲子,石川由依, 日本, 日语, 薇尔莉特·伊芙加登 / Violet Evergarden,"['剧情', '动画']", 24分钟,2018.0,某个大陆的、某个时代。 大陆南北分割的战争结束了，世界走向了和平。 在战争中作为军人的薇尔莉特•伊芙加登，怀抱着对她来说无比重要之人留下的“话语”，离开军队来到了大港口城市。 踊跃的人群在排列着煤气灯的街道马路上来来往往地穿梭着。薇欧瑞特在街道上找到了“代写书信”的工作。那是根据委托人的想法来组织出相应语言的工作。 她直面委托人、触碰着他们内心深处的坦率感情。与此同时，薇欧瑞特在记录书信时，渐渐明白那“话语”的含义。
2011,https://movie.douban.com/subject/3538051/,哆啦A梦 ドラえもん,9.5,6890.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2100245550.jpg,楠叶宏三,藤子·F·不二雄,水田山葵, 日本, 日语, 新哆啦A梦 / 机器猫 / 小叮当,"['喜剧', '科幻', '动画']", 24分钟,2005.0,1969年，著名日本漫画家藤子·F·不二雄（藤本弘）创作出圆脑袋、蓝身体、拥有神奇道具的百宝袋的哆啦A梦，在此之后，这个可爱的角色迅速窜红，享誉海内外，成为最成功的漫画角色之一。随着1979年同名动画开播，哆啦A梦更走入千家万户，带给所有的拥趸无数甜蜜美好的回忆。即使藤本弘老师去世后，哆啦A梦也并未停止他前进的脚步，他和大雄、静香、小夫、胖虎等好友继续引领着大朋友、小朋友们，开始一次又一次的全新冒险。
2012,https://movie.douban.com/subject/1299374/,我左眼见到鬼,7.3,50480.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2003160703.jpg,杜琪峰,韦家辉,郑秀文, 中国香港, 粤语, My Left Eye Sees Ghosts,"['喜剧', '爱情', '恐怖', '家庭']",98,2002.0,何丽珠（郑秀文饰）去加勒比海度假，遇上了一名相貌堂堂知书识礼的男子，虽然才相识7天，二人还是闪电结婚。然而好景不长，男子在潜水中不幸丧生，令何丽珠悲伤万分。
2013,https://movie.douban.com/subject/1307569/,川岛芳子 川島芳子,7.2,12951.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2382529375.jpg,方令正,李碧华,梅艳芳, 中国香港, 粤语 / 汉语普通话 / 日语, Chuen do fong ji / Chuan dao fang zi / Kawashima Yoshiko: The Last Princess of Manchuria,"['传记', '历史', '战争', '犯罪']",103,1990.0,川岛芳子（梅艳芳）本是清朝肃亲王的第十四个格格，为将其培养成复兴清室的火种，她少时被肃亲王送到日本浪人川岛浪速手中接受间谍训练，后被川岛浪速夺去贞操，受命下嫁蒙古王子欲鼓动满蒙独立，却迎来失败婚姻。与川岛浪速决裂后，川岛芳子来到上海，凭借美色与手段，攀附上日将宇野骏吉（ 谢贤），帮溥仪在长春建立满洲国，并在被捧上满洲国安国军总司令后正式成为一名日本间谍，开始疯狂报复革命党人。
2014,https://movie.douban.com/subject/2969019/,梦男孩 Dream Boy,6.5,1684.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p782636971.jpg,James Bolton,James Bolton,斯蒂芬·班德, 美国, 英语, 梦幻男孩 / 梦想男孩 / 做梦的男孩,"['剧情', '爱情', '同性']",90,2008.0,故事设定在70年代的美国南方。纳森(斯蒂潘·本德 Stephan Bender 饰)是个聪明但有些内向的少年，他不幸的生长在一个暴力家庭中。为逃避现实，他幻想隔壁有个叫罗伊的孩子是他最好的朋友。后来纳森一家搬到另一个城市，真的有个叫罗伊(麦克斯米兰·罗格 Maximillian Roeg 饰)的男孩成为了他的邻居。罗伊比纳森高一个年级，两人慢慢熟悉起来并最终发生了关系。一天晚上，纳森的父亲喝醉后开始侵犯他，显然这绝不是第一次。纳森在学校野营时也遭到同学的粗暴对待。也许肉体的死亡反而是一种解脱，在梦里被吞噬的灵魂才能获得绝对的自由和平静？
2016,https://movie.douban.com/subject/1778999/,鬼域,6.5,11976.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1297564013.jpg,彭顺,钱江汉,李心洁, 中国香港 / 泰国, 粤语, Re-cycle,"['悬疑', '惊悚', '恐怖', '奇幻']",108,2006.0,女作家徐寻（李心洁）在处女小说获得空前成功后陷入创作困境。在创作新的定名为《鬼域》的小说时，她期望向读者呈现一个如幻似真的“诡异空间”，无奈反反复复几次构想出来的故事情节都差强人意，而昔日情人的再一次现身，更令她心绪纷乱，一怒之下，她删除了电脑里的《鬼域》初稿，却自此进入自己虚构出来的“鬼域”。
2018,https://movie.douban.com/subject/4913222/,大话天仙,3.2,28617.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2166743330.jpg,刘镇伟,刘镇伟,孙俪, 中国大陆 / 中国香港, 汉语普通话 / 粤语, 天仙奇缘 / Just Another Margin,"['喜剧', '奇幻', '古装']",91,2014.0,美若天仙的许金凌（孙俪 饰）拥有绝赞琴艺，传说她曾和一位神仙学琴，其琴声可以让听者毫无掩饰说出心声。金凌所在的赵府为女儿的婚事大宴宾朋，但是高傲的金凌当众让专横跋扈的赵夫人（郭德纲 饰）出丑。赵夫人恼羞成怒，将其下嫁给丑陋不堪、穷困潦倒的毛大龙（林雪 饰）。毛大龙和义弟毛松（郑伊健 饰）相依为命，新婚当夜，金凌窥探毛松的心事，发现自己似乎在十八年前和他有一段未了因缘。与此同时，花花公子施文胜（郑中基 饰）觊觎金凌的美貌，与表姐赵夫人暗中勾结，合谋给毛大龙下套。
2019,https://movie.douban.com/subject/3060465/,一帘幽梦 一簾幽夢,7.1,16452.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263933987.jpg,蔡扬名,琼瑶,陈德容, 中国台湾, 汉语普通话 / 法语 / 英语, Fantasies Behind the Pearly Curtain,"['剧情', '爱情']", 45分钟,1996.0,绿萍（萧蔷 饰）和紫菱（陈德容 饰）是汪家一对漂亮的姐妹：姐姐绿萍近乎完美，有小到大无论功课、才艺样样都十分出色；而妹妹紫菱则只是一个渴望自由飞翔的梦想家。两姐妹都爱上了一起青梅竹马长大的楚濂（林瑞阳 饰），紫菱自认为不配与姐姐竞争，于是默默退出了竞争，促成了姐姐和楚濂的姻缘。
2022,https://movie.douban.com/subject/1458905/,哆啦A梦：大雄和发条都市 ドラえもん のび太のねじ巻き都市冒険記,8.3,3148.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2569025886.jpg,芝山努,藤子·F·不二雄,大山信代, 日本, 日语, 大雄的钥匙城历险记 / 大雄的发条都市冒险记 / Doraemon: Nobita no Neji maki shitî Bôkenki,"['科幻', '动画', '冒险']",98,1997.0,哆啦A梦（大山信代 配音）在去未来世界时得到一些小行星奖券，因大雄（小原乃梨子 配音）报错奖券号码，他们无意中来到了一个天堂般的星球。大家开心地把各自的玩具都拿到那个星球上，并用生命之匙赋予了它们生命。玩具们就在那个星球上建造了自己的城市——发条都市。皮卜（佐佐木望 配音）受雷击影响而具有高智能的布偶猪，被选为发条都市的市长。此时，凶恶的罪犯熊虎鬼五郎（内海贤二 配音）逃入大雄的房间，无意间通过任意门也来到了发条都市，并用玩具们的复制装置复制了自己，企图占领发条都市。一场正义与邪恶的较量由此展开了……
2024,https://movie.douban.com/subject/30450209/,无耻之徒(美版) 第十季 Shameless Season 10,9.5,18663.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2571274882.jpg,伊恩·B·麦克唐纳,约翰·威尔斯,威廉姆·H·梅西, 美国, 英语, 无耻家庭(美版) / 无耻之家,"['剧情', '喜剧']", 46分钟,2019.0,威廉姆·H·梅西领衔主演的《无耻之徒》续订第十季，今年播出。
2025,https://movie.douban.com/subject/26290080/,关于完全听不懂老公在说什么的事 第二季 旦那が何を言っているかわからない件 2スレ目,8.3,7120.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2218945264.jpg,永居慎平,永居慎平,田村由加莉, 日本, 日语, 关公说事 第二季,"['喜剧', '动画', '短片']", 3分钟,2015.0,新的一年，搞怪夫妇们的故事继续上演。佐村薰炭（田村由香里 配音）快言快语，和她那死宅闷骚的老公十一（铃村健一 配音）似乎依然没有找到合拍的地方。老公对宅文化的热爱全面爆发，令她不胜其扰，两人对话时偶尔鸡同鸭讲。不过这又如何，已然成为夫妇，总会在不经意的地方发现小小的感动。与此同时，佐村夫妇经常和树濑望（坂井俊文 配音）及树濑理乃（钉宫理惠 配音）、山田（外崎大辅 配音）及田中（新谷良子 配音）这两对夫妇以及三木（清水香里 配音）和蛋黄蛋（堀野纱也加 配音）这对奇怪的组合结伴出行游玩。
